countries, product, quantity, price
NG,Product-2890,932,96.89
GH,Product-2891,567,66.25
KE,Product-2892,550,29.45
ZA,Product-2893,283,92.67
MA,Product-2894,756,43.50
NG,Product-2895,171,85.12
GH,Product-2896,674,83.06
KE,Product-2897,555,45.75
ZA,Product-2898,520,28.15
MA,Product-2899,344,39.16
NG,Product-2900,389,70.98
GH,Product-2901,590,34.31
KE,Product-2902,696,71.94
ZA,Product-2903,186,16.51
MA,Product-2904,226,69.01
NG,Product-2905,914,53.94
GH,Product-2906,790,16.52
KE,Product-2907,956,86.60
ZA,Product-2908,733,41.19
MA,Product-2909,986,71.62
NG,Product-2910,788,96.28
GH,Product-2911,660,78.01
KE,Product-2912,483,26.08
ZA,Product-2913,64,48.33
MA,Product-2914,499,66.65
NG,Product-2915,161,94.01
GH,Product-2916,972,9.36
KE,Product-2917,108,89.83
ZA,Product-2918,793,97.78
MA,Product-2919,569,98.55
NG,Product-2920,684,83.41
GH,Product-2921,237,85.36
KE,Product-2922,792,64.39
ZA,Product-2923,799,64.92
MA,Product-2924,311,31.31
NG,Product-2925,365,72.63
GH,Product-2926,416,52.33
KE,Product-2927,815,89.23
ZA,Product-2928,561,64.55
MA,Product-2929,588,93.00
NG,Product-2930,997,98.75
GH,Product-2931,458,72.56
KE,Product-2932,764,58.48
ZA,Product-2933,495,27.48
MA,Product-2934,114,6.80
NG,Product-2935,431,56.35
GH,Product-2936,798,36.66
KE,Product-2937,730,35.83
ZA,Product-2938,804,31.74
MA,Product-2939,411,9.05
NG,Product-2940,864,17.66
GH,Product-2941,709,58.74
KE,Product-2942,351,2.27
ZA,Product-2943,777,61.66
MA,Product-2944,205,83.41
NG,Product-2945,469,32.53
GH,Product-2946,611,13.09
KE,Product-2947,598,44.57
ZA,Product-2948,921,10.37
MA,Product-2949,481,17.61
NG,Product-2950,741,38.22
GH,Product-2951,534,97.74
KE,Product-2952,773,5.93
ZA,Product-2953,952,41.53
MA,Product-2954,577,64.21
NG,Product-2955,792,12.72
GH,Product-2956,982,63.20
KE,Product-2957,860,88.07
ZA,Product-2958,817,5.97
MA,Product-2959,842,34.24
NG,Product-2960,849,10.53
GH,Product-2961,329,80.14
KE,Product-2962,531,23.31
ZA,Product-2963,721,59.20
MA,Product-2964,14,49.18
NG,Product-2965,664,92.65
GH,Product-2966,818,26.57
KE,Product-2967,946,92.95
ZA,Product-2968,935,72.94
MA,Product-2969,906,70.01
NG,Product-2970,205,28.09
GH,Product-2971,934,29.04
KE,Product-2972,493,65.10
ZA,Product-2973,871,72.49
MA,Product-2974,40,12.08
NG,Product-2975,467,84.99
GH,Product-2976,822,48.44
KE,Product-2977,781,59.09
ZA,Product-2978,891,69.17
MA,Product-2979,210,45.95
NG,Product-2980,207,88.70
GH,Product-2981,317,38.96
KE,Product-2982,548,75.78
ZA,Product-2983,532,88.15
MA,Product-2984,402,17.54
NG,Product-2985,951,73.78
GH,Product-2986,968,95.47
KE,Product-2987,408,17.23
ZA,Product-2988,772,25.27
MA,Product-2989,896,68.12
NG,Product-2990,883,98.23
GH,Product-2991,374,94.19
KE,Product-2992,648,58.81
ZA,Product-2993,791,31.97
MA,Product-2994,741,0.59
NG,Product-2995,459,79.81
GH,Product-2996,537,0.03
KE,Product-2997,308,88.38
ZA,Product-2998,794,77.48
MA,Product-2999,830,38.88
NG,Product-3000,64,95.74
GH,Product-3001,391,31.95
KE,Product-3002,498,28.57
ZA,Product-3003,150,86.54
MA,Product-3004,955,98.50
NG,Product-3005,44,95.04
GH,Product-3006,837,94.39
KE,Product-3007,844,91.49
ZA,Product-3008,184,3.47
MA,Product-3009,988,81.30
NG,Product-3010,590,19.92
GH,Product-3011,981,8.51
KE,Product-3012,384,37.80
ZA,Product-3013,687,59.16
MA,Product-3014,19,18.94
NG,Product-3015,400,56.01
GH,Product-3016,615,39.38
KE,Product-3017,209,17.90
ZA,Product-3018,633,93.64
MA,Product-3019,604,17.79
NG,Product-3020,183,20.77
GH,Product-3021,549,13.93
KE,Product-3022,10,86.90
ZA,Product-3023,268,65.69
MA,Product-3024,255,97.61
NG,Product-3025,513,64.42
GH,Product-3026,975,89.97
KE,Product-3027,751,65.56
ZA,Product-3028,901,20.63
MA,Product-3029,793,11.32
NG,Product-3030,197,71.34
GH,Product-3031,135,3.03
KE,Product-3032,411,15.78
ZA,Product-3033,962,58.09
MA,Product-3034,347,60.48
NG,Product-3035,883,84.86
GH,Product-3036,654,54.40
KE,Product-3037,82,34.51
ZA,Product-3038,605,38.45
MA,Product-3039,445,98.09
NG,Product-3040,12,75.85
GH,Product-3041,672,71.81
KE,Product-3042,780,63.25
ZA,Product-3043,678,25.51
MA,Product-3044,499,41.57
NG,Product-3045,59,63.23
GH,Product-3046,502,36.90
KE,Product-3047,692,35.77
ZA,Product-3048,312,21.38
MA,Product-3049,249,8.85
NG,Product-3050,602,2.67
GH,Product-3051,900,92.83
KE,Product-3052,865,58.86
ZA,Product-3053,92,82.80
MA,Product-3054,807,5.15
NG,Product-3055,127,45.64
GH,Product-3056,396,1.99
KE,Product-3057,384,17.98
ZA,Product-3058,135,73.57
MA,Product-3059,714,15.74
NG,Product-3060,354,5.13
GH,Product-3061,694,41.88
KE,Product-3062,62,58.47
ZA,Product-3063,632,76.96
MA,Product-3064,859,82.36
NG,Product-3065,787,2.92
GH,Product-3066,887,55.97
KE,Product-3067,584,96.29
ZA,Product-3068,276,49.42
MA,Product-3069,206,20.99
NG,Product-3070,771,19.88
GH,Product-3071,124,88.50
KE,Product-3072,625,24.39
ZA,Product-3073,76,64.50
MA,Product-3074,449,1.98
NG,Product-3075,901,63.76
GH,Product-3076,823,81.61
KE,Product-3077,989,27.99
ZA,Product-3078,430,79.20
MA,Product-3079,127,96.22
NG,Product-3080,259,19.08
GH,Product-3081,861,38.50
KE,Product-3082,647,83.02
ZA,Product-3083,609,95.16
MA,Product-3084,305,61.05
NG,Product-3085,791,10.78
GH,Product-3086,747,38.20
KE,Product-3087,939,82.84
ZA,Product-3088,511,91.57
MA,Product-3089,245,80.32
NG,Product-3090,387,90.13
GH,Product-3091,260,35.44
KE,Product-3092,676,22.25
ZA,Product-3093,775,12.47
MA,Product-3094,849,37.63
NG,Product-3095,904,80.01
GH,Product-3096,786,60.68
KE,Product-3097,491,54.81
ZA,Product-3098,524,84.05
MA,Product-3099,554,22.23
NG,Product-3100,528,76.18
GH,Product-3101,994,23.35
KE,Product-3102,298,89.65
ZA,Product-3103,275,3.23
MA,Product-3104,878,5.38
NG,Product-3105,197,13.96
GH,Product-3106,758,55.34
KE,Product-3107,321,63.63
ZA,Product-3108,256,7.53
MA,Product-3109,835,9.68
NG,Product-3110,0,54.02
GH,Product-3111,103,85.05
KE,Product-3112,751,18.68
ZA,Product-3113,225,41.96
MA,Product-3114,785,66.51
NG,Product-3115,689,48.97
GH,Product-3116,203,53.60
KE,Product-3117,240,3.88
ZA,Product-3118,616,47.83
MA,Product-3119,413,75.01
NG,Product-3120,308,40.70
GH,Product-3121,677,3.19
KE,Product-3122,82,35.48
ZA,Product-3123,294,99.26
MA,Product-3124,3,69.24
NG,Product-3125,34,0.80
GH,Product-3126,535,4.89
KE,Product-3127,110,93.26
ZA,Product-3128,860,4.05
MA,Product-3129,207,41.30
NG,Product-3130,946,9.14
GH,Product-3131,679,3.92
KE,Product-3132,781,96.66
ZA,Product-3133,64,82.48
MA,Product-3134,293,83.74
NG,Product-3135,620,85.02
GH,Product-3136,780,51.71
KE,Product-3137,635,88.65
ZA,Product-3138,92,20.06
MA,Product-3139,877,94.56
NG,Product-3140,997,8.91
GH,Product-3141,726,19.31
KE,Product-3142,860,40.91
ZA,Product-3143,365,5.73
MA,Product-3144,569,80.64
NG,Product-3145,318,26.84
GH,Product-3146,809,14.61
KE,Product-3147,530,55.50
ZA,Product-3148,787,25.45
MA,Product-3149,933,62.18
NG,Product-3150,564,87.95
GH,Product-3151,733,16.50
KE,Product-3152,192,58.42
ZA,Product-3153,316,30.82
MA,Product-3154,731,1.90
NG,Product-3155,954,12.91
GH,Product-3156,331,2.45
KE,Product-3157,853,63.96
ZA,Product-3158,423,23.20
MA,Product-3159,610,25.74
NG,Product-3160,588,65.72
GH,Product-3161,277,69.91
KE,Product-3162,790,22.28
ZA,Product-3163,369,23.09
MA,Product-3164,711,27.05
NG,Product-3165,797,36.16
GH,Product-3166,647,25.90
KE,Product-3167,721,59.36
ZA,Product-3168,683,77.70
MA,Product-3169,943,41.58
NG,Product-3170,201,39.40
GH,Product-3171,250,46.25
KE,Product-3172,125,16.25
ZA,Product-3173,466,35.55
MA,Product-3174,37,60.62
NG,Product-3175,144,98.58
GH,Product-3176,717,2.25
KE,Product-3177,878,58.91
ZA,Product-3178,20,67.59
MA,Product-3179,311,39.63
NG,Product-3180,930,58.19
GH,Product-3181,507,53.66
KE,Product-3182,302,26.60
ZA,Product-3183,664,55.70
MA,Product-3184,844,60.17
NG,Product-3185,156,9.18
GH,Product-3186,988,42.92
KE,Product-3187,483,75.92
ZA,Product-3188,353,17.95
MA,Product-3189,389,77.75
NG,Product-3190,87,22.81
GH,Product-3191,515,87.48
KE,Product-3192,950,94.89
ZA,Product-3193,260,22.66
MA,Product-3194,171,1.68
NG,Product-3195,208,35.21
GH,Product-3196,589,11.34
KE,Product-3197,987,36.09
ZA,Product-3198,282,11.97
MA,Product-3199,854,99.64
NG,Product-3200,170,57.95
GH,Product-3201,80,76.32
KE,Product-3202,71,7.55
ZA,Product-3203,95,92.81
MA,Product-3204,495,28.96
NG,Product-3205,389,34.88
GH,Product-3206,237,45.80
KE,Product-3207,571,2.28
ZA,Product-3208,311,0.19
MA,Product-3209,970,25.50
NG,Product-3210,212,60.41
GH,Product-3211,87,31.65
KE,Product-3212,289,25.85
ZA,Product-3213,188,54.00
MA,Product-3214,578,93.58
NG,Product-3215,551,20.92
GH,Product-3216,584,53.72
KE,Product-3217,426,84.19
ZA,Product-3218,815,38.41
MA,Product-3219,201,6.45
NG,Product-3220,844,49.65
GH,Product-3221,160,49.38
KE,Product-3222,543,93.25
ZA,Product-3223,233,65.05
MA,Product-3224,482,94.53
NG,Product-3225,313,2.53
GH,Product-3226,975,36.56
KE,Product-3227,751,6.41
ZA,Product-3228,839,11.58
MA,Product-3229,831,41.81
NG,Product-3230,529,37.67
GH,Product-3231,678,66.30
KE,Product-3232,842,41.13
ZA,Product-3233,342,57.43
MA,Product-3234,415,76.57
NG,Product-3235,110,65.88
GH,Product-3236,589,66.96
KE,Product-3237,208,5.07
ZA,Product-3238,162,17.34
MA,Product-3239,676,81.77
NG,Product-3240,952,6.90
GH,Product-3241,208,90.83
KE,Product-3242,839,0.61
ZA,Product-3243,14,30.97
MA,Product-3244,338,99.94
NG,Product-3245,116,43.98
GH,Product-3246,469,83.39
KE,Product-3247,489,36.11
ZA,Product-3248,584,94.78
MA,Product-3249,43,11.76
NG,Product-3250,654,68.95
GH,Product-3251,756,16.45
KE,Product-3252,272,75.20
ZA,Product-3253,8,91.32
MA,Product-3254,93,77.87
NG,Product-3255,467,93.50
GH,Product-3256,950,82.92
KE,Product-3257,880,99.92
ZA,Product-3258,501,21.95
MA,Product-3259,40,76.58
NG,Product-3260,166,31.79
GH,Product-3261,467,38.90
KE,Product-3262,393,2.57
ZA,Product-3263,945,45.22
MA,Product-3264,651,57.10
NG,Product-3265,858,32.82
GH,Product-3266,468,34.25
KE,Product-3267,855,61.65
ZA,Product-3268,760,41.82
MA,Product-3269,621,81.01
NG,Product-3270,452,18.07
GH,Product-3271,710,94.47
KE,Product-3272,452,51.66
ZA,Product-3273,126,59.06
MA,Product-3274,960,84.56
NG,Product-3275,944,43.32
GH,Product-3276,608,25.32
KE,Product-3277,501,59.98
ZA,Product-3278,364,64.99
MA,Product-3279,788,6.13
NG,Product-3280,149,49.11
GH,Product-3281,98,86.77
KE,Product-3282,934,52.06
ZA,Product-3283,414,32.95
MA,Product-3284,284,63.31
NG,Product-3285,900,8.64
GH,Product-3286,691,58.21
KE,Product-3287,703,38.45
ZA,Product-3288,987,64.39
MA,Product-3289,938,44.77
NG,Product-3290,121,31.56
GH,Product-3291,5,74.89
KE,Product-3292,297,34.35
ZA,Product-3293,733,35.36
MA,Product-3294,517,82.68
NG,Product-3295,327,35.59
GH,Product-3296,172,63.96
KE,Product-3297,829,1.71
ZA,Product-3298,645,92.69
MA,Product-3299,70,34.88
NG,Product-3300,311,41.46
GH,Product-3301,853,58.53
KE,Product-3302,537,43.48
ZA,Product-3303,596,53.66
MA,Product-3304,337,94.38
NG,Product-3305,664,2.41
GH,Product-3306,829,16.68
KE,Product-3307,262,8.56
ZA,Product-3308,79,83.32
MA,Product-3309,946,82.57
NG,Product-3310,113,8.02
GH,Product-3311,52,4.05
KE,Product-3312,606,7.27
ZA,Product-3313,977,95.11
MA,Product-3314,302,1.92
NG,Product-3315,122,68.00
GH,Product-3316,215,43.81
KE,Product-3317,946,60.14
ZA,Product-3318,246,32.01
MA,Product-3319,137,63.63
NG,Product-3320,267,16.73
GH,Product-3321,12,14.48
KE,Product-3322,623,70.80
ZA,Product-3323,504,80.66
MA,Product-3324,627,98.83
NG,Product-3325,692,16.79
GH,Product-3326,601,71.60
KE,Product-3327,855,15.72
ZA,Product-3328,954,61.90
MA,Product-3329,126,65.47
NG,Product-3330,593,27.28
GH,Product-3331,336,95.78
KE,Product-3332,679,57.91
ZA,Product-3333,307,58.72
MA,Product-3334,291,58.60
NG,Product-3335,679,78.97
GH,Product-3336,474,34.54
KE,Product-3337,374,39.88
ZA,Product-3338,492,10.38
MA,Product-3339,174,85.53
NG,Product-3340,321,84.24
GH,Product-3341,798,15.34
KE,Product-3342,939,13.57
ZA,Product-3343,343,63.42
MA,Product-3344,836,25.45
NG,Product-3345,952,87.36
GH,Product-3346,771,93.00
KE,Product-3347,325,64.32
ZA,Product-3348,54,75.08
MA,Product-3349,332,37.60
NG,Product-3350,340,28.73
GH,Product-3351,164,13.60
KE,Product-3352,575,20.73
ZA,Product-3353,575,8.23
MA,Product-3354,82,24.05
NG,Product-3355,428,55.03
GH,Product-3356,321,83.16
KE,Product-3357,126,85.04
ZA,Product-3358,622,77.66
MA,Product-3359,666,61.49
NG,Product-3360,703,79.89
GH,Product-3361,65,44.43
KE,Product-3362,989,44.64
ZA,Product-3363,805,42.80
MA,Product-3364,166,74.99
NG,Product-3365,194,11.24
GH,Product-3366,148,71.63
KE,Product-3367,585,29.54
ZA,Product-3368,888,69.74
MA,Product-3369,970,9.06
NG,Product-3370,415,3.22
GH,Product-3371,921,7.70
KE,Product-3372,881,93.33
ZA,Product-3373,930,66.93
MA,Product-3374,803,95.70
NG,Product-3375,166,77.79
GH,Product-3376,204,63.71
KE,Product-3377,934,65.95
ZA,Product-3378,627,12.77
MA,Product-3379,697,77.97
NG,Product-3380,674,44.13
GH,Product-3381,365,54.78
KE,Product-3382,1,65.06
ZA,Product-3383,185,43.02
MA,Product-3384,991,34.74
NG,Product-3385,328,65.70
GH,Product-3386,736,39.75
KE,Product-3387,445,1.50
ZA,Product-3388,985,24.00
MA,Product-3389,778,85.70
NG,Product-3390,943,36.85
GH,Product-3391,476,88.95
KE,Product-3392,560,1.02
ZA,Product-3393,794,62.35
MA,Product-3394,651,21.14
NG,Product-3395,902,54.28
GH,Product-3396,899,8.94
KE,Product-3397,393,21.41
ZA,Product-3398,134,97.08
MA,Product-3399,370,53.67
NG,Product-3400,565,3.34
GH,Product-3401,115,51.27
KE,Product-3402,600,64.09
ZA,Product-3403,16,71.11
MA,Product-3404,359,37.03
NG,Product-3405,186,48.91
GH,Product-3406,149,77.41
KE,Product-3407,40,30.40
ZA,Product-3408,2,76.10
MA,Product-3409,375,84.87
NG,Product-3410,963,95.44
GH,Product-3411,349,3.38
KE,Product-3412,397,41.58
ZA,Product-3413,590,2.92
MA,Product-3414,646,80.12
NG,Product-3415,749,63.47
GH,Product-3416,239,33.92
KE,Product-3417,574,14.68
ZA,Product-3418,0,11.35
MA,Product-3419,790,18.06
NG,Product-3420,404,70.26
GH,Product-3421,715,8.36
KE,Product-3422,821,68.05
ZA,Product-3423,710,38.24
MA,Product-3424,544,82.06
NG,Product-3425,48,17.27
GH,Product-3426,27,99.11
KE,Product-3427,790,95.62
ZA,Product-3428,670,42.13
MA,Product-3429,393,49.11
NG,Product-3430,342,41.98
GH,Product-3431,448,2.89
KE,Product-3432,672,14.60
ZA,Product-3433,630,30.45
MA,Product-3434,85,84.14
NG,Product-3435,917,65.78
GH,Product-3436,675,9.42
KE,Product-3437,738,87.90
ZA,Product-3438,477,80.79
MA,Product-3439,987,54.91
NG,Product-3440,994,54.17
GH,Product-3441,216,91.34
KE,Product-3442,505,5.97
ZA,Product-3443,500,97.12
MA,Product-3444,687,56.43
NG,Product-3445,701,40.06
GH,Product-3446,761,55.67
KE,Product-3447,901,33.15
ZA,Product-3448,107,63.94
MA,Product-3449,226,24.64
NG,Product-3450,205,29.55
GH,Product-3451,111,59.34
KE,Product-3452,145,83.74
ZA,Product-3453,995,24.71
MA,Product-3454,445,52.26
NG,Product-3455,405,98.24
GH,Product-3456,316,99.83
KE,Product-3457,531,18.85
ZA,Product-3458,781,63.69
MA,Product-3459,437,86.58
NG,Product-3460,654,11.52
GH,Product-3461,675,80.19
KE,Product-3462,270,52.25
ZA,Product-3463,478,5.99
MA,Product-3464,405,5.06
NG,Product-3465,566,15.93
GH,Product-3466,895,19.27
KE,Product-3467,809,28.91
ZA,Product-3468,562,88.84
MA,Product-3469,213,94.59
NG,Product-3470,250,80.14
GH,Product-3471,313,21.47
KE,Product-3472,980,21.57
ZA,Product-3473,806,37.20
MA,Product-3474,491,23.77
NG,Product-3475,389,0.95
GH,Product-3476,869,69.99
KE,Product-3477,777,16.33
ZA,Product-3478,222,73.78
MA,Product-3479,171,57.69
NG,Product-3480,282,22.02
GH,Product-3481,771,27.56
KE,Product-3482,503,17.30
ZA,Product-3483,753,38.47
MA,Product-3484,420,97.68
NG,Product-3485,885,42.00
GH,Product-3486,719,33.22
KE,Product-3487,110,56.34
ZA,Product-3488,920,33.87
MA,Product-3489,873,15.02
NG,Product-3490,519,40.72
GH,Product-3491,698,60.46
KE,Product-3492,670,26.50
ZA,Product-3493,683,25.33
MA,Product-3494,251,62.62
NG,Product-3495,496,40.95
GH,Product-3496,164,85.61
KE,Product-3497,18,80.42
ZA,Product-3498,284,32.78
MA,Product-3499,686,9.64
NG,Product-3500,116,40.52
GH,Product-3501,366,59.27
KE,Product-3502,562,28.58
ZA,Product-3503,749,79.69
MA,Product-3504,91,2.18
NG,Product-3505,761,7.66
GH,Product-3506,290,24.78
KE,Product-3507,145,61.14
ZA,Product-3508,727,37.08
MA,Product-3509,887,73.58
NG,Product-3510,772,28.13
GH,Product-3511,372,60.69
KE,Product-3512,628,12.94
ZA,Product-3513,602,63.28
MA,Product-3514,532,42.63
NG,Product-3515,369,51.63
GH,Product-3516,547,3.36
KE,Product-3517,649,57.40
ZA,Product-3518,518,20.60
MA,Product-3519,210,68.29
NG,Product-3520,860,38.44
GH,Product-3521,635,1.39
KE,Product-3522,625,2.45
ZA,Product-3523,349,85.42
MA,Product-3524,109,57.61
NG,Product-3525,695,42.52
GH,Product-3526,202,70.05
KE,Product-3527,258,91.00
ZA,Product-3528,550,5.01
MA,Product-3529,404,11.25
NG,Product-3530,726,55.73
GH,Product-3531,782,60.57
KE,Product-3532,980,92.13
ZA,Product-3533,420,58.42
MA,Product-3534,597,57.06
NG,Product-3535,124,71.91
GH,Product-3536,532,85.56
KE,Product-3537,222,54.56
ZA,Product-3538,680,68.93
MA,Product-3539,238,19.95
NG,Product-3540,652,83.80
GH,Product-3541,19,48.18
KE,Product-3542,212,4.64
ZA,Product-3543,462,11.83
MA,Product-3544,344,89.69
NG,Product-3545,458,31.45
GH,Product-3546,92,27.57
KE,Product-3547,339,57.87
ZA,Product-3548,205,42.14
MA,Product-3549,302,16.42
NG,Product-3550,31,59.10
GH,Product-3551,727,31.46
KE,Product-3552,980,85.74
ZA,Product-3553,452,69.17
MA,Product-3554,89,95.28
NG,Product-3555,512,52.75
GH,Product-3556,109,10.30
KE,Product-3557,649,48.16
ZA,Product-3558,71,86.33
MA,Product-3559,159,29.28
NG,Product-3560,559,60.58
GH,Product-3561,216,53.44
KE,Product-3562,413,79.19
ZA,Product-3563,540,47.37
MA,Product-3564,504,53.36
NG,Product-3565,272,29.00
GH,Product-3566,322,8.98
KE,Product-3567,948,16.67
ZA,Product-3568,401,92.74
MA,Product-3569,40,0.84
NG,Product-3570,265,70.69
GH,Product-3571,577,58.12
KE,Product-3572,368,88.70
ZA,Product-3573,143,75.14
MA,Product-3574,6,83.23
NG,Product-3575,625,67.90
GH,Product-3576,72,69.62
KE,Product-3577,399,36.48
ZA,Product-3578,288,44.42
MA,Product-3579,213,70.85
NG,Product-3580,328,51.38
GH,Product-3581,960,33.08
KE,Product-3582,287,22.64
ZA,Product-3583,826,33.69
MA,Product-3584,2,68.50
NG,Product-3585,325,91.69
GH,Product-3586,476,77.98
KE,Product-3587,47,97.48
ZA,Product-3588,70,48.25
MA,Product-3589,321,86.06
NG,Product-3590,171,23.23
GH,Product-3591,587,60.07
KE,Product-3592,714,50.74
ZA,Product-3593,456,83.72
MA,Product-3594,759,58.81
NG,Product-3595,254,49.86
GH,Product-3596,67,20.95
KE,Product-3597,434,52.82
ZA,Product-3598,951,50.36
MA,Product-3599,217,9.47
NG,Product-3600,696,8.07
GH,Product-3601,846,26.09
KE,Product-3602,596,12.87
ZA,Product-3603,374,86.15
MA,Product-3604,59,44.96
NG,Product-3605,770,53.84
GH,Product-3606,13,99.84
KE,Product-3607,755,20.43
ZA,Product-3608,190,83.87
MA,Product-3609,518,88.79
NG,Product-3610,354,41.79
GH,Product-3611,105,49.24
KE,Product-3612,263,19.60
ZA,Product-3613,16,21.55
MA,Product-3614,353,64.04
NG,Product-3615,483,94.24
GH,Product-3616,516,51.59
KE,Product-3617,91,48.16
ZA,Product-3618,177,51.73
MA,Product-3619,102,57.29
NG,Product-3620,462,24.98
GH,Product-3621,83,45.87
KE,Product-3622,22,96.42
ZA,Product-3623,456,56.23
MA,Product-3624,192,27.61
NG,Product-3625,30,78.37
GH,Product-3626,595,8.70
KE,Product-3627,42,44.89
ZA,Product-3628,226,70.47
MA,Product-3629,120,11.42
NG,Product-3630,796,75.47
GH,Product-3631,153,23.98
KE,Product-3632,102,33.28
ZA,Product-3633,143,7.07
MA,Product-3634,29,85.46
NG,Product-3635,809,63.86
GH,Product-3636,209,93.23
KE,Product-3637,223,35.61
ZA,Product-3638,718,94.24
MA,Product-3639,313,63.99
NG,Product-3640,675,55.13
GH,Product-3641,285,82.55
KE,Product-3642,365,61.26
ZA,Product-3643,382,12.30
MA,Product-3644,788,96.73
NG,Product-3645,21,88.21
GH,Product-3646,227,24.12
KE,Product-3647,576,17.09
ZA,Product-3648,171,70.43
MA,Product-3649,451,18.25
NG,Product-3650,304,74.43
GH,Product-3651,613,35.08
KE,Product-3652,766,25.22
ZA,Product-3653,984,51.14
MA,Product-3654,301,56.01
NG,Product-3655,727,77.70
GH,Product-3656,654,67.64
KE,Product-3657,114,61.26
ZA,Product-3658,188,44.30
MA,Product-3659,832,80.03
NG,Product-3660,421,46.76
GH,Product-3661,604,29.20
KE,Product-3662,150,65.86
ZA,Product-3663,975,49.98
MA,Product-3664,293,22.27
NG,Product-3665,692,99.04
GH,Product-3666,761,89.32
KE,Product-3667,243,18.30
ZA,Product-3668,654,65.36
MA,Product-3669,89,34.04
NG,Product-3670,465,99.21
GH,Product-3671,464,81.41
KE,Product-3672,786,42.58
ZA,Product-3673,685,54.55
MA,Product-3674,767,50.59
NG,Product-3675,219,93.39
GH,Product-3676,686,30.61
KE,Product-3677,737,31.34
ZA,Product-3678,844,76.15
MA,Product-3679,62,54.87
NG,Product-3680,211,25.29
GH,Product-3681,336,99.43
KE,Product-3682,20,66.01
ZA,Product-3683,20,55.72
MA,Product-3684,142,72.61
NG,Product-3685,701,2.56
GH,Product-3686,261,93.62
KE,Product-3687,531,79.40
ZA,Product-3688,18,55.40
MA,Product-3689,93,47.86
NG,Product-3690,248,69.36
GH,Product-3691,550,87.38
KE,Product-3692,124,65.99
ZA,Product-3693,709,71.28
MA,Product-3694,456,82.65
NG,Product-3695,712,59.99
GH,Product-3696,585,92.49
KE,Product-3697,986,75.36
ZA,Product-3698,335,71.02
MA,Product-3699,713,7.77
NG,Product-3700,514,97.66
GH,Product-3701,923,90.97
KE,Product-3702,58,56.92
ZA,Product-3703,853,49.42
MA,Product-3704,233,9.33
NG,Product-3705,719,49.24
GH,Product-3706,389,33.72
KE,Product-3707,496,0.57
ZA,Product-3708,915,81.26
MA,Product-3709,748,71.10
NG,Product-3710,270,58.97
GH,Product-3711,628,46.57
KE,Product-3712,86,35.60
ZA,Product-3713,781,35.56
MA,Product-3714,576,25.19
